id,ts,source,role,kind,url,product_key,tags,summary,quote,metrics_json,raw_ref
youtube:mZmgdVQBcZY,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=mZmgdVQBcZY,,cover|display|power|rad|youtube|weekday|2026-09-25,Radpower EBike Performance Mods - Radrunner Part 1 (Controller Upgrade) (Electric Bike Laboratory),Thanks for checking out the channel! This is part 1 of 3 of our RadRunner modification series. Enjoy!! Radrunner Upgrade Parts: ...,"{""matched_keywords"": [""Rad Power display cover""], ""channel_title"": ""Electric Bike Laboratory"", ""published_at"": ""2024-11-02T18:00:25Z"", ""video_id"": ""mZmgdVQBcZY""}",https://www.youtube.com/watch?v=mZmgdVQBcZY
youtube:IRvq8QfFOlU,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=IRvq8QfFOlU,,cover|display|power|rad|youtube|weekday|2026-09-25,LCD Display Features | Rad Tech (Rad Power Bikes),"A step-by-step guide on the features and operation of the Rad Power Bikes LCD Display. If you have more tech questions, feel ...","{""matched_keywords"": [""Rad Power display cover""], ""channel_title"": ""Rad Power Bikes"", ""published_at"": ""2018-03-28T22:38:30Z"", ""video_id"": ""IRvq8QfFOlU""}",https://www.youtube.com/watch?v=IRvq8QfFOlU
youtube:aniVBeHukYQ,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=aniVBeHukYQ,,cover|display|power|rad|youtube|weekday|2026-09-25,Rad Power Bikes Rad Rover : Digital Display Troubleshoot (T2 da Bike Guy),Rad Power Bikes Rad Rover Digital Display Failure would not allow the Rad Rover to Power up so we swapped out displays to ...,"{""matched_keywords"": [""Rad Power display cover""], ""channel_title"": ""T2 da Bike Guy"", ""published_at"": ""2022-06-27T18:20:45Z"", ""video_id"": ""aniVBeHukYQ""}",https://www.youtube.com/watch?v=aniVBeHukYQ
youtube:7_UR-z9FEVw,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=7_UR-z9FEVw,,bike|cover|display|e|power|rad|youtube|weekday|2026-09-25,Getting more power out of the Rad Rover   (Electro Bike World Upgrade Settings) (E-MTB Touring),Hey everyone. we have an indoor video as we wait for spring and warmer biking weather. i see a lot of questions on getting more ...,"{""matched_keywords"": [""Rad Power display cover"", ""Rad e-bike display cover""], ""channel_title"": ""E-MTB Touring"", ""published_at"": ""2023-03-29T13:54:32Z"", ""video_id"": ""7_UR-z9FEVw""}",https://www.youtube.com/watch?v=7_UR-z9FEVw
youtube:oOQDjJcHok0,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=oOQDjJcHok0,,bike|cover|display|e|rad|youtube|weekday|2026-09-25,Rad Cover for Rad E-Bike Display (RadPaul),This cover will help keep water off the top of your display during wet conditions. The view is anti-glare plexiglass.,"{""matched_keywords"": [""Rad e-bike display cover""], ""channel_title"": ""RadPaul"", ""published_at"": ""2019-12-23T19:48:29Z"", ""video_id"": ""oOQDjJcHok0""}",https://www.youtube.com/watch?v=oOQDjJcHok0
youtube:V_IjONi7rvs,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=V_IjONi7rvs,,bike|cover|display|e|rad|youtube|weekday|2026-09-25,3D Print Rad Ebike Display Screen Cover #SHORTS - Florida Fish Hunter (FFH TV),Playing around with my new Rad Ebike that I got for my birthday - I felt like it needed something to protect my display screen when ...,"{""matched_keywords"": [""Rad e-bike display cover""], ""channel_title"": ""FFH TV"", ""published_at"": ""2021-11-25T01:47:09Z"", ""video_id"": ""V_IjONi7rvs""}",https://www.youtube.com/watch?v=V_IjONi7rvs
youtube:u1gHCOsnYT8,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=u1gHCOsnYT8,,bike|cover|display|e|rad|youtube|weekday|2026-09-25,How to Set Clock on Rad Power Bike (Quik Video),"This video shows how to change the clock settings on your Rad EV Power Bike. To change this setting, make your way into the ...","{""matched_keywords"": [""Rad e-bike display cover""], ""channel_title"": ""Quik Video"", ""published_at"": ""2023-08-14T04:34:20Z"", ""video_id"": ""u1gHCOsnYT8""}",https://www.youtube.com/watch?v=u1gHCOsnYT8
youtube:yJuv0t0R76w,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=yJuv0t0R76w,,bike|cover|display|e|rad|youtube|weekday|2026-09-25,The best upgrades for your Rad e-Bike!! #ebike #ebikemodifiye (Mitchell Lum),"In this video we're upgrading my Rad e-Bike with the fenders, little basket and LCD monitor.","{""matched_keywords"": [""Rad e-bike display cover""], ""channel_title"": ""Mitchell Lum"", ""published_at"": ""2024-01-25T00:20:00Z"", ""video_id"": ""yJuv0t0R76w""}",https://www.youtube.com/watch?v=yJuv0t0R76w
youtube:PLkCct1Oa80,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=PLkCct1Oa80,,mount|phone|power|rad|radrunner|youtube|weekday|2026-09-25,Rad Power RadRunner 1 Phone Mount Install  ----Quick Install of 15.99 Phone Mount. Budget Ebike (Frugal Panda's Travels & Reviews),Amazon Link Below: https://amzn.to/3cHqoZB Rad Power RadRunner EV bike Phone Mount install. Anti-Shake Bike Phone Mount ...,"{""matched_keywords"": [""RadRunner phone mount"", ""Rad Power phone mount""], ""channel_title"": ""Frugal Panda's Travels & Reviews"", ""published_at"": ""2020-05-18T06:05:41Z"", ""video_id"": ""PLkCct1Oa80""}",https://www.youtube.com/watch?v=PLkCct1Oa80
youtube:AvDCigM7_BE,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=AvDCigM7_BE,,mount|phone|radrunner|youtube|weekday|2026-09-25,#Radrunner #ebike phone holder install (Mike's flavor and fixes),#Radrunner #ebike phone holder install,"{""matched_keywords"": [""RadRunner phone mount""], ""channel_title"": ""Mike's flavor and fixes"", ""published_at"": ""2023-09-22T23:23:34Z"", ""video_id"": ""AvDCigM7_BE""}",https://www.youtube.com/watch?v=AvDCigM7_BE
youtube:DOyBI_x4dkw,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=DOyBI_x4dkw,,mount|phone|radrunner|youtube|weekday|2026-09-25,"Rad Power Bikes RadRunner Accessories: passenger seat, mirrors phone mount, and more! (Ebike Escape)",RadRunner Accessories: https://ebikeescape.com/radrunner-accessories/ Rad Power Bikes: ...,"{""matched_keywords"": [""RadRunner phone mount""], ""channel_title"": ""Ebike Escape"", ""published_at"": ""2022-03-12T17:18:01Z"", ""video_id"": ""DOyBI_x4dkw""}",https://www.youtube.com/watch?v=DOyBI_x4dkw
youtube:gB4jfE-7rOc,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=gB4jfE-7rOc,,mount|phone|power|rad|radrunner|youtube|weekday|2026-09-25,Smartphone Mount for Your E-Bike (Ebike Escape),In this video I share the smartphone mounts I use on our Rad Power Bikes electric bike. NiteIze Smartphone Mount: ...,"{""matched_keywords"": [""RadRunner phone mount"", ""Rad Power phone mount""], ""channel_title"": ""Ebike Escape"", ""published_at"": ""2019-12-28T02:40:23Z"", ""video_id"": ""gB4jfE-7rOc""}",https://www.youtube.com/watch?v=gB4jfE-7rOc
youtube:xSaajECl8OY,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=xSaajECl8OY,,mount|phone|radrunner|youtube|weekday|2026-09-25,Rad Power Bikes Accessories - RadRover 6 Plus Posiko Bike Phone Mount (The Ride with Lance),"In this video, we'll review the Posiko Bike Phone Mount on Rad Power Bikes RadRover 6 Plus and tell you all about its features ...","{""matched_keywords"": [""RadRunner phone mount""], ""channel_title"": ""The Ride with Lance"", ""published_at"": ""2023-03-12T19:34:40Z"", ""video_id"": ""xSaajECl8OY""}",https://www.youtube.com/watch?v=xSaajECl8OY
youtube:fmjHiktiNbQ,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=fmjHiktiNbQ,,mount|phone|power|rad|youtube|weekday|2026-09-25,Gub Pro Phone Mount Review on a Rad Wagon 4 Cargo Bike (Justin Reviews),"If you are looking for a phone mount for your Rad Power Bike or other bike, this is definitely one to check out. It secures the phone, ...","{""matched_keywords"": [""Rad Power phone mount""], ""channel_title"": ""Justin Reviews"", ""published_at"": ""2025-03-27T15:00:53Z"", ""video_id"": ""fmjHiktiNbQ""}",https://www.youtube.com/watch?v=fmjHiktiNbQ
youtube:FpgtNjtu6J4,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=FpgtNjtu6J4,,mount|phone|power|rad|youtube|weekday|2026-09-25,Rad Power &amp; Lectric XP Electric Bike GoPro Hero Handlebar Mount Review. Budget Find for Your Ebike! (Frugal Panda's Travels & Reviews),Rad Power & Lectric XP Electric Bike GoPro Hero Handlebar Mount Review. Budget Find for Your Ebike! Really sturdy looks good ...,"{""matched_keywords"": [""Rad Power phone mount""], ""channel_title"": ""Frugal Panda's Travels & Reviews"", ""published_at"": ""2021-12-11T16:58:52Z"", ""video_id"": ""FpgtNjtu6J4""}",https://www.youtube.com/watch?v=FpgtNjtu6J4
youtube:QhqiKNUfdHU,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=QhqiKNUfdHU,,mount|phone|power|rad|youtube|weekday|2026-09-25,Handlebar Accessory Mount for RadCity &amp; MY LESSONS LEARNED (Truly Electric),MaxMiles handlebar extension mount for a RadCity eBike. Very sturdy and happy with the purchase.,"{""matched_keywords"": [""Rad Power phone mount""], ""channel_title"": ""Truly Electric"", ""published_at"": ""2020-05-27T10:15:51Z"", ""video_id"": ""QhqiKNUfdHU""}",https://www.youtube.com/watch?v=QhqiKNUfdHU
youtube:0_y3_C2f91s,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=0_y3_C2f91s,,charging|plug|port|power|rad|youtube|weekday|2026-09-25,Rad Power Bike Key in the Battery Charging Port Easy and Cheap Fix (Justin Reviews),Did you accidentally touch your key to the charging port rather than the keyhole and it sparked? Now your bike won't charge.,"{""matched_keywords"": [""Rad Power charging port plug""], ""channel_title"": ""Justin Reviews"", ""published_at"": ""2024-07-09T19:08:39Z"", ""video_id"": ""0_y3_C2f91s""}",https://www.youtube.com/watch?v=0_y3_C2f91s
youtube:TG61Ngf6FFc,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=TG61Ngf6FFc,,charging|plug|port|power|rad|youtube|weekday|2026-09-25,How to Charge Rad Power Bike Battery (Speedster),"If your charger has one light or two lights, this is how to charge a Rad Power e bike. Everything you need to know before charging ...","{""matched_keywords"": [""Rad Power charging port plug""], ""channel_title"": ""Speedster"", ""published_at"": ""2023-01-07T19:40:22Z"", ""video_id"": ""TG61Ngf6FFc""}",https://www.youtube.com/watch?v=TG61Ngf6FFc
youtube:7HK0VGsK-fs,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=7HK0VGsK-fs,,charging|plug|port|power|rad|youtube|weekday|2026-09-25,Rad Rover USB port and charging a phone (Bartlett Blog),Can you charge a phone with the USB port on a 2018 Rad Rover? Review of how to enable it and what to expect.,"{""matched_keywords"": [""Rad Power charging port plug""], ""channel_title"": ""Bartlett Blog"", ""published_at"": ""2018-07-23T13:14:54Z"", ""video_id"": ""7HK0VGsK-fs""}",https://www.youtube.com/watch?v=7HK0VGsK-fs
youtube:_XI40m3o2Kk,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=_XI40m3o2Kk,,charging|plug|port|power|rad|youtube|weekday|2026-09-25,RAD BIKE NOT CHARGING?  TRY THIS FIRST! Before you buy a new battery! (The Real World),Your RAD Bike battery won't charge? Try this simple fix FIRST! Could save you A LOT OF MONEY!! ***5A Blade Fuse (ATC) link: ...,"{""matched_keywords"": [""Rad Power charging port plug""], ""channel_title"": ""The Real World"", ""published_at"": ""2024-08-25T17:37:37Z"", ""video_id"": ""_XI40m3o2Kk""}",https://www.youtube.com/watch?v=_XI40m3o2Kk
youtube:jnjHhdFw1PY,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=jnjHhdFw1PY,,charging|plug|port|power|rad|youtube|weekday|2026-09-25,"RAD EBIKE battery faulty malfunction won&#39;t charge, RAD won&#39;t offer reasonable replacement or fix. (derek m)",RadPowerElectricBikes Rad says your battery should last about 6 years as a casual rider. Mine is a little over 2 years old. 4 hours ...,"{""matched_keywords"": [""Rad Power charging port plug""], ""channel_title"": ""derek m"", ""published_at"": ""2022-11-18T18:17:56Z"", ""video_id"": ""jnjHhdFw1PY""}",https://www.youtube.com/watch?v=jnjHhdFw1PY
youtube:xR36C3dJKpA,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=xR36C3dJKpA,,fender|install|radrunner|youtube|weekday|2026-09-25,RadRunner Full Fender Installation | Rad Tech (Rad Power Bikes),"Meet the RadRunner -- the new electric utility bike from Rad Power Bikes. The RadRunner is a sleek, fun, functional ebike that's ...","{""matched_keywords"": [""RadRunner fender install""], ""channel_title"": ""Rad Power Bikes"", ""published_at"": ""2019-09-26T23:20:16Z"", ""video_id"": ""xR36C3dJKpA""}",https://www.youtube.com/watch?v=xR36C3dJKpA
youtube:opFVuZz4bB8,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=opFVuZz4bB8,,fender|install|radrunner|youtube|weekday|2026-09-25,Radrunner Fender Installation Step By Step DIY (Philly Tom),This video contains a step by step DIY fender instillation for the Radrunner e-bike. Fenders are a must. The bike is very fast and ...,"{""matched_keywords"": [""RadRunner fender install""], ""channel_title"": ""Philly Tom"", ""published_at"": ""2021-01-24T22:48:55Z"", ""video_id"": ""opFVuZz4bB8""}",https://www.youtube.com/watch?v=opFVuZz4bB8
youtube:JpaGO9sWtnE,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=JpaGO9sWtnE,,fender|install|radrunner|youtube|weekday|2026-09-25,Fender Install on Rad Runner EBike without removing the rear tire (Bibles and Barbells),Fender Install on Rad Runner EBike without removing the rear tire,"{""matched_keywords"": [""RadRunner fender install""], ""channel_title"": ""Bibles and Barbells"", ""published_at"": ""2023-09-24T13:19:27Z"", ""video_id"": ""JpaGO9sWtnE""}",https://www.youtube.com/watch?v=JpaGO9sWtnE
youtube:OhCKjEmiDmY,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=OhCKjEmiDmY,,fender|install|radrunner|youtube|weekday|2026-09-25,RadRunner Plus Front Fender DIY Mud &amp; Water Stopper (John ROJAS),DIYradRunnerPlusFender #Save$DIY #RadRunnerPlusFrontFender #RadRunnerPlusFrontFenderExtender.,"{""matched_keywords"": [""RadRunner fender install""], ""channel_title"": ""John ROJAS"", ""published_at"": ""2021-04-10T19:01:02Z"", ""video_id"": ""OhCKjEmiDmY""}",https://www.youtube.com/watch?v=OhCKjEmiDmY
youtube:BVCCiWioiFA,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=BVCCiWioiFA,,fender|install|radrunner|youtube|weekday|2026-09-25,Unbelievable RadRunner Fender Hack! (Electric Camera Ride),I've had the fenders for a few months and haven't put them on until Jeff told me about his RadRunner fender trick. Simply let the air ...,"{""matched_keywords"": [""RadRunner fender install""], ""channel_title"": ""Electric Camera Ride"", ""published_at"": ""2021-08-20T18:33:53Z"", ""video_id"": ""BVCCiWioiFA""}",https://www.youtube.com/watch?v=BVCCiWioiFA
youtube:R2QdjpESqwM,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=R2QdjpESqwM,,basket|front|radrunner|youtube|weekday|2026-09-25,Radrunner 2 Ebike Front Basket Review and Ride!  (Everyday Explorer),Rad power bikes- Radrunner 2 Front Basket Review and Camera - And Wonderful Ride Along. Find Your Adventure!,"{""matched_keywords"": [""RadRunner front basket""], ""channel_title"": ""Everyday Explorer"", ""published_at"": ""2025-08-08T21:01:25Z"", ""video_id"": ""R2QdjpESqwM""}",https://www.youtube.com/watch?v=R2QdjpESqwM
youtube:YYxU7VgAAMg,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=YYxU7VgAAMg,,basket|front|radrunner|youtube|weekday|2026-09-25,Rad Bikes Basket and Bag Fitting Installation (Speedster),This is the Small Front Mounted Basket from RadPower Bikes being installed on the Rad Runner. I'm trying the Small Basket Bag ...,"{""matched_keywords"": [""RadRunner front basket""], ""channel_title"": ""Speedster"", ""published_at"": ""2024-09-01T18:28:37Z"", ""video_id"": ""YYxU7VgAAMg""}",https://www.youtube.com/watch?v=YYxU7VgAAMg
youtube:m7S9CWC6jzs,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=m7S9CWC6jzs,,basket|front|radrunner|youtube|weekday|2026-09-25,Front mounted basket for RAD bicycle (Adam Gray),Radrunner plus installation of the front-mounted basket.,"{""matched_keywords"": [""RadRunner front basket""], ""channel_title"": ""Adam Gray"", ""published_at"": ""2022-05-11T04:57:59Z"", ""video_id"": ""m7S9CWC6jzs""}",https://www.youtube.com/watch?v=m7S9CWC6jzs
youtube:8s8hrcurkOY,2026-09-25T15:54:07.447321Z,youtube,demand,other,https://www.youtube.com/watch?v=8s8hrcurkOY,,basket|front|radrunner|youtube|weekday|2026-09-25,Alternative to Rad Bikes (always sold out) Large Basket (BikesAreFun),"As the basket is always sold out from Rad Bikes themselves, I found this basket on Amazon and it works great for what we need.","{""matched_keywords"": [""RadRunner front basket""], ""channel_title"": ""BikesAreFun"", ""published_at"": ""2022-11-27T23:52:06Z"", ""video_id"": ""8s8hrcurkOY""}",https://www.youtube.com/watch?v=8s8hrcurkOY
